longitude,latitude,height
-113.8434809855897,37.13938565888329,127.837890625
-113.86881348079646,37.01170698438742,130.6185302734375
-113.8447206599832,39.89717316032202,178.59716796875
-113.66244050960456,37.19704252846921,106.4447021484375
-113.66277363707518,37.19611052452342,103.6356201171875
-113.65551973980399,37.207605220272235,104.935302734375
-113.6629918931618,37.25209247552209,115.8583984375
-113.68542556474338,37.21722822272485,132.9732666015625
-113.68606359940787,37.20605855032185,157.023193359375
-113.68653501389421,37.20749339527026,190.2872314453125
-113.68654630802799,37.21319260565914,241.4326171875
-113.68646342749712,37.20917633326782,201.9892578125
-113.68732547782935,37.21403933018592,108.75634765625
-113.47575510927776,37.219629220636016,109.573974609375
-113.49037035860472,37.20670262640011,109.2911376953125
-113.40823063880673,39.143872427815495,123.845947265625
-113.40854330275032,39.13444776018874,224.5341796875
-113.41062358167163,39.14346203472509,327.7568359375
-113.41054503769139,39.13940154274779,297.833984375
-113.41782925848044,39.1458236741925,119.012451171875
-113.40107858385777,39.278641644475194,130.6796875
-113.40316385906065,39.274055523813296,159.738037109375
-113.40629291368796,39.26899923817061,153.4693603515625
-113.41081139853812,39.25778496736693,111.032470703125
-113.42079065381104,39.82962106599393,167.9224853515625
-113.33858886755465,39.373000200678185,183.205810546875
-113.38293173229953,39.292767233899696,137.99462890625
-113.39960728074598,39.279889591132964,130.6796875
-113.34337223142295,39.448815348515126,100.906005859375
-113.34266382608605,39.41797753176112,131.68798828125
-113.34583427971263,39.45468434305239,123.629638671875
-113.34486988285593,39.45167345254108,105.860107421875
-113.00028399949313,37.087300836677144,151.8619384765625
-113.00041685606465,37.098253027011495,158.4658203125
-113.00147210257241,37.09580089908342,105.4256591796875
-113.00171277493236,37.093498592103934,109.8101806640625
-113.00375227752983,37.05188467983887,177.597900390625
-113.0040403619387,37.05018536850298,222.087646484375
-113.00405962337133,37.04795119974908,102.7125244140625
-113.00529400632615,37.04595926820886,126.259765625
-113.00321732266858,37.04554562890313,274.513916015625
-113.00598855589773,37.048520493138106,127.1099853515625
-113.01091406427491,37.10720517478122,152.269775390625
-113.0113322970712,37.11357845437409,108.5626220703125
-113.01175734594119,37.059064181557616,174.882080078125
-113.01410441249985,37.11577942875797,148.7718505859375
-113.0140545048208,37.059985496713715,156.0947265625
-113.01567542339106,37.112071942400135,232.050537109375
-113.01526273889074,37.0603967958364,149.49951171875
-113.01945087056788,37.06154424542583,320.52734375
-113.0225076518945,37.10971879660159,107.412841796875
-113.02200447031329,37.1040350251027,213.486083984375
-113.0236300875056,37.19835948117447,112.132568359375
-113.02645015092543,37.08865703814076,116.0438232421875
-113.02643328990138,37.19988719405871,370.5029296875
-113.03096035614747,37.198979949028484,353.017822265625
-113.02952727055984,37.08094606035579,250.22509765625
-113.02890365593542,37.19358181121549,154.2674560546875
-113.03169305400529,37.077530568867964,170.8890380859375
-113.03477401324632,37.076664880168785,108.7647705078125
-113.03288260129361,37.19433001224077,354.472412109375
-113.03785686631235,37.19959898371927,129.578369140625
-113.0022909424589,37.22624681462284,385.93359375
-113.00189294913332,37.39428758387765,145.82080078125
-113.00633103879359,37.2702028221475,135.0257568359375
-113.00595660018631,37.280751064042825,167.7037353515625
-113.00529169918869,37.247166848768664,426.4720458984375
-113.00551938951513,37.322657420427866,116.4564208984375
-113.00519177492785,37.26150494897418,110.67431640625
-113.00477915692254,37.396702158679055,106.660400390625
-113.00580010889081,37.243872353764495,113.7183837890625
-113.0079528463349,37.27213229021672,107.4298095703125
-113.00841668164881,37.27604726295778,125.2568359375
-113.00805432322134,37.29124024477324,105.4654541015625
-113.00861670251125,37.20917842316083,133.669189453125
-113.00799418545243,37.24643765596066,227.275390625
-113.00916419220157,37.2960119543075,144.5076904296875
-113.00650003801596,37.396787846215574,156.4124755859375
-113.00858109132214,37.224659449877976,220.5130615234375
-113.00854333842682,37.23906047603642,164.097412109375
-113.00967914100538,37.24445356615542,258.679443359375
-113.00805664514212,37.252224629116306,204.3511962890625
-113.00960291718093,37.2407076547037,139.925048828125
-113.01066635965388,37.34301725995042,111.810791015625
-113.01036401406836,37.209154373778624,165.0994873046875
-113.00831482468213,37.398321605958216,135.203369140625
-113.01104814373667,37.207197982906635,102.9390869140625
-113.01162999802452,37.239950863060734,195.274658203125
-113.01238534900494,37.23923875049619,136.52734375
-113.01242705955028,37.2414417617432,124.9200439453125
-113.01276093151765,37.22642021792066,113.55517578125
-113.0116825198329,37.39803363550061,145.6856689453125
-113.01446563972732,37.22429317273487,375.990966796875
-113.01431823964586,37.39877225579784,170.444091796875
-113.01370451173997,37.2533855500069,117.3837890625
-113.01361518685486,37.23444559397303,106.04052734375
-113.0137502313749,37.209588523670114,459.648681640625
-113.01429961869522,37.20741058370247,107.1500244140625
-113.01520916808029,37.295572207207826,119.7362060546875
-113.01494806516993,37.39689962531198,139.43994140625
-113.0162963737735,37.30912794228726,110.4967041015625
-113.01495698693141,37.22185588371545,269.2080078125
-113.01597616897918,37.284653781260744,108.41455078125
-113.0168842010413,37.285909864420084,140.2869873046875
-113.01763332494215,37.2176187927067,187.2559814453125
-113.01801379868456,37.39656230448822,124.0157470703125
-113.01741314715468,37.21876898887781,118.55078125
-113.01674046332381,37.22858926293499,125.246337890625
-113.01802441950326,37.28384438212606,104.4364013671875
-113.01846710175981,37.22469976367154,103.102294921875
-113.01667628622424,37.236409484183824,393.9173583984375
-113.01903581388352,37.205023813569575,619.8936767578125
-113.01941026663873,37.25079825339174,304.1103515625
-113.01878875188545,37.21352228976819,190.162109375
-113.01915285457791,37.23929873309453,116.3604736328125
-113.02821475043001,37.276860013824056,363.428955078125
-113.01956222534447,37.307072395622754,112.7646484375
-113.0195659583475,37.236346847143565,162.4073486328125
-113.0201766787188,37.23695478716825,167.5838623046875
-113.02105486791999,37.28560128637219,123.3741455078125
-113.01867612777315,37.211991601918,558.9434814453125
-113.02030118403152,37.23094865389363,303.8599853515625
-113.02255858304625,37.20481543515509,510.319580078125
-113.020725993313,37.23523739718507,117.3831787109375
-113.02146510807133,37.21002068849449,159.778564453125
-113.02176424282008,37.235699847024776,116.1436767578125
-113.02557437862744,37.3055257663386,109.0478515625
-113.0213907470599,37.21088706380459,113.27685546875
-113.02101425988123,37.229187444482605,165.341064453125
-113.02324640993739,37.24820907010596,115.9598388671875
-113.02285763922264,37.230130032783826,195.7410888671875
-113.02364611188077,37.20679699835323,237.9945068359375
-113.02471228464233,37.20127586345743,370.5029296875
-113.02498155562364,37.24776418816669,156.947509765625
-113.02395706483907,37.209193545839966,168.0198974609375
